title,description,endDate,yesPrice,noPrice
Will the Minnesota Wild win the 2025 Stanley Cup?,"This market will resolve to “Yes” if the Minnesota Wild win the 2025 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2025 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.",2025-06-23T12:00:00Z,0.0445,0.9555
Will the Montreal Canadiens win the 2025 Stanley Cup?,"This market will resolve to “Yes” if the Montreal Canadiens win the 2025 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2025 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.",2025-06-23T12:00:00Z,0.0235,0.9765
Will the New Jersey Devils win the 2025 Stanley Cup?,"This market will resolve to “Yes” if the New Jersey Devils win the 2025 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2025 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.",2025-06-23T12:00:00Z,0.0075,0.9925
Will the Ottawa Senators win the 2025 Stanley Cup?,"This market will resolve to “Yes” if the Ottawa Senators win the 2025 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2025 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.",2025-06-23T12:00:00Z,0.0025,0.9975
Will the St. Louis Blues win the 2025 Stanley Cup?,"This market will resolve to “Yes” if the St. Louis Blues win the 2025 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2025 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.",2025-06-23T12:00:00Z,0.0145,0.9855
Will the Tampa Bay Lightning win the 2025 Stanley Cup?,"This market will resolve to “Yes” if the Tampa Bay Lightning win the 2025 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2025 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.",2025-06-23T12:00:00Z,0.0545,0.9455
Will the Toronto Maple Leafs win the 2025 Stanley Cup?,"This market will resolve to “Yes” if the Toronto Maple Leafs win the 2025 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2025 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.",2025-06-23T12:00:00Z,0.125,0.875
Will the Vegas Golden Knights win the 2025 Stanley Cup?,"This market will resolve to “Yes” if the Vegas Golden Knights win the 2025 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2025 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.",2025-06-23T12:00:00Z,0.05,0.95
Will the Washington Capitals win the 2025 Stanley Cup?,"This market will resolve to “Yes” if the Washington Capitals win the 2025 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2025 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.",2025-06-23T12:00:00Z,0.043,0.957
Will the Winnipeg Jets win the 2025 Stanley Cup?,"This market will resolve to “Yes” if the Winnipeg Jets win the 2025 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2025 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.",2025-06-23T12:00:00Z,0.1125,0.8875
Will the Colorado Avalanche win the 2025 Stanley Cup?,"This market will resolve to “Yes” if the Colorado Avalanche win the 2025 NHL Stanley Cup. Otherwise, this market will resolve to “No”.

This market will resolve to “No” if it becomes impossible for this team to win the 2025 NHL Stanley Cup based off the rules of the NHL.

The resolution source for this market will be information from the NHL.
",2025-06-23T12:00:00Z,0.085,0.915
Will Bayer Leverkusen win the Bundesliga?,"This market will resolve to “Yes” if Bayer Leverkusen is the 2024-25 German Bundesliga Champion. Otherwise, the market will resolve to “No”.

If it is a mathematical certainty Bayer Leverkusen will win the Bundesliga, this market will immediately resolve to “Yes.” Likewise, if it becomes mathematically impossible for Bayer Leverkusen to win, this market will immediately resolve to “No.” Potential retroactive points deductions past these points will have no bearing on this market’s resolution.

The primary resolution source for this market will be official information from the German Bundesliga (Bundesliga.com). However, a consensus of credible reporting may also be used.",2025-05-25T12:00:00Z,0.0035,0.9965
Will another team win the Bundesliga?,"This market will resolve to “Yes” if any team other than Bayern Munich, Bayer Leverkusen, RB Leipzig, Borussia Dortmund, Eintracht Frankfurt, or VfB Stuttgart is the 2024-25 German Bundesliga Champion. Otherwise, the market will resolve to “No”.

The primary resolution source for this market will be official information from the German Bundesliga (Bundesliga.com). However, a consensus of credible reporting may also be used.
",2025-05-25T12:00:00Z,0.0005,0.9995
Will Inter Milan win the Serie A?,"This market will resolve to ""Yes"" if Inter Milan is the 2024-25 Serie A Champion. Otherwise the market will resolve to ""No"".

If it is a mathematical certainty that Inter Milan will win the Serie A, this market will immediately resolve to ""Yes."" Likewise, if it becomes mathematically impossible for Inter Milan to win, this market will immediately resolve to ""No."" Potential retroactive points deductions past these points will have no bearing on this market's resolution.

The primary resolution source for this market will be official information from the Serie A (https://www.legaseriea.it/en). However, a consensus of credible reporting may also be used.",2025-05-25T12:00:00Z,0.505,0.495
Will Napoli win the Serie A?,"This market will resolve to “Yes” if Napoli is the 2024-25 Serie A Champion. Otherwise, the market will resolve to “No”.

If it is a mathematical certainty that Napoli will win the Serie A, this market will immediately resolve to “Yes.” Likewise, if it becomes mathematically impossible for Napoli to win, this market will immediately resolve to “No.” Potential retroactive points deductions past these points will have no bearing on this market’s resolution.

The primary resolution source for this market will be official information from the Serie A (https://www.legaseriea.it/en). However, a consensus of credible reporting may also be used.",2025-05-25T12:00:00Z,0.485,0.515
